sep=,
2025-05-24 02:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 02:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 02:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 02:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-24 02:00:00,mistral.mistral-small-2503,88
2025-05-24 02:00:00,mistral.pixtral-large-2411,96
2025-05-24 02:00:00,ollama.mistral:7b,154
2025-05-24 02:00:00,openai.gpt-4.1-2025-04-14,5.91 K
2025-05-24 02:00:00,openai.gpt-4.1-mini-2025-04-14,829 K
2025-05-24 02:00:00,openai.o4-mini-2025-04-16,28.9 K
2025-05-24 03:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 03:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 03:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 03:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 03:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-24 03:00:00,mistral.mistral-small-2503,88
2025-05-24 03:00:00,mistral.pixtral-large-2411,65
2025-05-24 03:00:00,ollama.mistral:7b,154
2025-05-24 03:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 03:00:00,openai.gpt-4.1-mini-2025-04-14,563 K
2025-05-24 03:00:00,openai.o4-mini-2025-04-16,24.7 K
2025-05-24 04:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 04:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 04:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 04:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 04:00:00,meta.llama-3-2-11b-vision-instruct,703
2025-05-24 04:00:00,mistral.mistral-small-2503,88
2025-05-24 04:00:00,mistral.pixtral-large-2411,60
2025-05-24 04:00:00,ollama.mistral:7b,154
2025-05-24 04:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 04:00:00,openai.gpt-4.1-mini-2025-04-14,1.36 Mil
2025-05-24 04:00:00,openai.o4-mini-2025-04-16,130
2025-05-24 05:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 05:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 05:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 05:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 05:00:00,meta.llama-3-2-11b-vision-instruct,719
2025-05-24 05:00:00,mistral.mistral-small-2503,222
2025-05-24 05:00:00,mistral.pixtral-large-2411,58
2025-05-24 05:00:00,ollama.mistral:7b,154
2025-05-24 05:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 05:00:00,openai.gpt-4.1-mini-2025-04-14,1.24 K
2025-05-24 05:00:00,openai.o4-mini-2025-04-16,66
2025-05-24 06:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 06:00:00,anthropic.claude-3-7-sonnet-20250219,41.0 K
2025-05-24 06:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 06:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 06:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-24 06:00:00,mistral.mistral-small-2503,89
2025-05-24 06:00:00,mistral.pixtral-large-2411,57
2025-05-24 06:00:00,ollama.mistral:7b,154
2025-05-24 06:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 06:00:00,openai.gpt-4.1-mini-2025-04-14,1.52 K
2025-05-24 06:00:00,openai.o4-mini-2025-04-16,194
2025-05-24 07:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 07:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 07:00:00,google_genai.gemini-1.5-pro-002,3.54 K
2025-05-24 07:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 07:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-24 07:00:00,mistral.mistral-small-2503,279
2025-05-24 07:00:00,mistral.pixtral-large-2411,80
2025-05-24 07:00:00,ollama.mistral:7b,154
2025-05-24 07:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 07:00:00,openai.gpt-4.1-mini-2025-04-14,18.5 K
2025-05-24 07:00:00,openai.o4-mini-2025-04-16,130
2025-05-24 08:00:00,anthropic.claude-3-5-haiku-20241022,9.83 K
2025-05-24 08:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 08:00:00,google_genai.gemini-1.5-pro-002,7.80 K
2025-05-24 08:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 08:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-24 08:00:00,mistral.mistral-small-2503,88
2025-05-24 08:00:00,mistral.pixtral-large-2411,57
2025-05-24 08:00:00,ollama.mistral:7b,154
2025-05-24 08:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 08:00:00,openai.gpt-4.1-mini-2025-04-14,35.6 K
2025-05-24 08:00:00,openai.o4-mini-2025-04-16,8.76 K
2025-05-24 09:00:00,anthropic.claude-3-5-haiku-20241022,134 K
2025-05-24 09:00:00,anthropic.claude-3-7-sonnet-20250219,1.88 K
2025-05-24 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 09:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 09:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-24 09:00:00,mistral.mistral-small-2503,89
2025-05-24 09:00:00,mistral.pixtral-large-2411,97
2025-05-24 09:00:00,ollama.mistral:7b,154
2025-05-24 09:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 09:00:00,openai.gpt-4.1-mini-2025-04-14,505 K
2025-05-24 09:00:00,openai.o4-mini-2025-04-16,2.97 K
2025-05-24 10:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 10:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-24 10:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 10:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 10:00:00,meta.llama-3-2-11b-vision-instruct,680
2025-05-24 10:00:00,mistral.mistral-small-2503,88
2025-05-24 10:00:00,mistral.pixtral-large-2411,76
2025-05-24 10:00:00,ollama.mistral:7b,154
2025-05-24 10:00:00,openai.gpt-4.1-2025-04-14,534
2025-05-24 10:00:00,openai.gpt-4.1-mini-2025-04-14,563 K
2025-05-24 10:00:00,openai.o4-mini-2025-04-16,7.65 K
2025-05-24 11:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 11:00:00,anthropic.claude-3-7-sonnet-20250219,21.5 K
2025-05-24 11:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 11:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 11:00:00,meta.llama-3-2-11b-vision-instruct,725
2025-05-24 11:00:00,mistral.mistral-small-2503,170
2025-05-24 11:00:00,mistral.pixtral-large-2411,60
2025-05-24 11:00:00,ollama.mistral:7b,154
2025-05-24 11:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-24 11:00:00,openai.gpt-4.1-mini-2025-04-14,3.74 Mil
2025-05-24 11:00:00,openai.o4-mini-2025-04-16,199 K
2025-05-24 12:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 12:00:00,anthropic.claude-3-7-sonnet-20250219,54.9 K
2025-05-24 12:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 12:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 12:00:00,meta.llama-3-2-11b-vision-instruct,4.83 K
2025-05-24 12:00:00,mistral.mistral-small-2503,88
2025-05-24 12:00:00,mistral.pixtral-large-2411,277
2025-05-24 12:00:00,ollama.mistral:7b,154
2025-05-24 12:00:00,openai.gpt-4.1-2025-04-14,17.5 K
2025-05-24 12:00:00,openai.gpt-4.1-mini-2025-04-14,830 K
2025-05-24 12:00:00,openai.o4-mini-2025-04-16,134 K
2025-05-24 13:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 13:00:00,anthropic.claude-3-7-sonnet-20250219,255 K
2025-05-24 13:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 13:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 13:00:00,meta.llama-3-2-11b-vision-instruct,11.5 K
2025-05-24 13:00:00,mistral.mistral-small-2503,190
2025-05-24 13:00:00,mistral.pixtral-large-2411,79
2025-05-24 13:00:00,ollama.mistral:7b,154
2025-05-24 13:00:00,openai.gpt-4.1-2025-04-14,9.73 K
2025-05-24 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.16 Mil
2025-05-24 13:00:00,openai.o4-mini-2025-04-16,865 K
2025-05-24 14:00:00,anthropic.claude-3-5-haiku-20241022,76.6 K
2025-05-24 14:00:00,anthropic.claude-3-7-sonnet-20250219,1.55 Mil
2025-05-24 14:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 14:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 14:00:00,meta.llama-3-2-11b-vision-instruct,1.35 K
2025-05-24 14:00:00,mistral.mistral-small-2503,88
2025-05-24 14:00:00,mistral.pixtral-large-2411,56
2025-05-24 14:00:00,ollama.mistral:7b,154
2025-05-24 14:00:00,openai.gpt-4.1-2025-04-14,19.2 K
2025-05-24 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.55 Mil
2025-05-24 14:00:00,openai.o4-mini-2025-04-16,447 K
2025-05-24 15:00:00,anthropic.claude-3-5-haiku-20241022,48.6 K
2025-05-24 15:00:00,anthropic.claude-3-7-sonnet-20250219,98.4 K
2025-05-24 15:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 15:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 15:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-24 15:00:00,mistral.mistral-small-2503,14.7 K
2025-05-24 15:00:00,mistral.pixtral-large-2411,85
2025-05-24 15:00:00,ollama.mistral:7b,154
2025-05-24 15:00:00,openai.gpt-4.1-2025-04-14,100.0 K
2025-05-24 15:00:00,openai.gpt-4.1-mini-2025-04-14,4.52 Mil
2025-05-24 15:00:00,openai.o4-mini-2025-04-16,372 K
2025-05-24 16:00:00,anthropic.claude-3-5-haiku-20241022,19.8 K
2025-05-24 16:00:00,anthropic.claude-3-7-sonnet-20250219,129 K
2025-05-24 16:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 16:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 16:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-24 16:00:00,mistral.mistral-small-2503,88
2025-05-24 16:00:00,mistral.pixtral-large-2411,62
2025-05-24 16:00:00,ollama.mistral:7b,154
2025-05-24 16:00:00,openai.gpt-4.1-2025-04-14,163 K
2025-05-24 16:00:00,openai.gpt-4.1-mini-2025-04-14,3.28 Mil
2025-05-24 16:00:00,openai.o4-mini-2025-04-16,137 K
2025-05-24 17:00:00,anthropic.claude-3-5-haiku-20241022,2.94 K
2025-05-24 17:00:00,anthropic.claude-3-7-sonnet-20250219,462 K
2025-05-24 17:00:00,google_genai.gemini-1.5-pro-002,12.4 K
2025-05-24 17:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 17:00:00,meta.llama-3-2-11b-vision-instruct,43.3 K
2025-05-24 17:00:00,mistral.mistral-small-2503,187
2025-05-24 17:00:00,mistral.pixtral-large-2411,72
2025-05-24 17:00:00,ollama.mistral:7b,154
2025-05-24 17:00:00,openai.gpt-4.1-2025-04-14,46.7 K
2025-05-24 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.69 Mil
2025-05-24 17:00:00,openai.o4-mini-2025-04-16,726 K
2025-05-24 18:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 18:00:00,anthropic.claude-3-7-sonnet-20250219,226 K
2025-05-24 18:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 18:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 18:00:00,meta.llama-3-2-11b-vision-instruct,68.7 K
2025-05-24 18:00:00,mistral.mistral-small-2503,69
2025-05-24 18:00:00,mistral.pixtral-large-2411,103
2025-05-24 18:00:00,ollama.mistral:7b,154
2025-05-24 18:00:00,openai.gpt-4.1-2025-04-14,150 K
2025-05-24 18:00:00,openai.gpt-4.1-mini-2025-04-14,743 K
2025-05-24 18:00:00,openai.o4-mini-2025-04-16,152 K
2025-05-24 19:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 19:00:00,anthropic.claude-3-7-sonnet-20250219,164 K
2025-05-24 19:00:00,google_genai.gemini-1.5-pro-002,6.47 K
2025-05-24 19:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-24 19:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-24 19:00:00,mistral.mistral-small-2503,196
2025-05-24 19:00:00,mistral.pixtral-large-2411,78
2025-05-24 19:00:00,ollama.mistral:7b,154
2025-05-24 19:00:00,openai.gpt-4.1-2025-04-14,325 K
2025-05-24 19:00:00,openai.gpt-4.1-mini-2025-04-14,732 K
2025-05-24 19:00:00,openai.o4-mini-2025-04-16,91.1 K
2025-05-24 20:00:00,anthropic.claude-3-5-haiku-20241022,13.7 K
2025-05-24 20:00:00,anthropic.claude-3-7-sonnet-20250219,537 K
2025-05-24 20:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 20:00:00,google_genai.gemini-2.0-flash-001,1.94 K
2025-05-24 20:00:00,meta.llama-3-2-11b-vision-instruct,1.17 K
2025-05-24 20:00:00,mistral.mistral-small-2503,88
2025-05-24 20:00:00,mistral.pixtral-large-2411,83
2025-05-24 20:00:00,ollama.mistral:7b,154
2025-05-24 20:00:00,openai.gpt-4.1-2025-04-14,345 K
2025-05-24 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.02 Mil
2025-05-24 20:00:00,openai.o4-mini-2025-04-16,2.95 Mil
2025-05-24 21:00:00,anthropic.claude-3-5-haiku-20241022,3.74 K
2025-05-24 21:00:00,anthropic.claude-3-7-sonnet-20250219,472 K
2025-05-24 21:00:00,google_genai.gemini-1.5-pro-002,3.02 K
2025-05-24 21:00:00,google_genai.gemini-2.0-flash-001,11.1 K
2025-05-24 21:00:00,meta.llama-3-2-11b-vision-instruct,72.1 K
2025-05-24 21:00:00,mistral.mistral-small-2503,44
2025-05-24 21:00:00,mistral.pixtral-large-2411,64
2025-05-24 21:00:00,ollama.mistral:7b,3.45 K
2025-05-24 21:00:00,openai.gpt-4.1-2025-04-14,715 K
2025-05-24 21:00:00,openai.gpt-4.1-mini-2025-04-14,1.85 Mil
2025-05-24 21:00:00,openai.o4-mini-2025-04-16,1.20 Mil
2025-05-24 22:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 22:00:00,anthropic.claude-3-7-sonnet-20250219,176 K
2025-05-24 22:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 22:00:00,google_genai.gemini-2.0-flash-001,3.10 K
2025-05-24 22:00:00,meta.llama-3-2-11b-vision-instruct,9.09 K
2025-05-24 22:00:00,mistral.mistral-small-2503,68
2025-05-24 22:00:00,mistral.pixtral-large-2411,60
2025-05-24 22:00:00,ollama.mistral:7b,154
2025-05-24 22:00:00,openai.gpt-4.1-2025-04-14,61.8 K
2025-05-24 22:00:00,openai.gpt-4.1-mini-2025-04-14,843 K
2025-05-24 22:00:00,openai.o4-mini-2025-04-16,369 K
2025-05-24 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-24 23:00:00,anthropic.claude-3-7-sonnet-20250219,128 K
2025-05-24 23:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-24 23:00:00,google_genai.gemini-2.0-flash-001,3.42 K
2025-05-24 23:00:00,meta.llama-3-2-11b-vision-instruct,1.22 K
2025-05-24 23:00:00,mistral.mistral-small-2503,68
2025-05-24 23:00:00,mistral.pixtral-large-2411,72
2025-05-24 23:00:00,ollama.mistral:7b,154
2025-05-24 23:00:00,openai.gpt-4.1-2025-04-14,44.9 K
2025-05-24 23:00:00,openai.gpt-4.1-mini-2025-04-14,1.77 Mil
2025-05-24 23:00:00,openai.o4-mini-2025-04-16,328 K
2025-05-25 00:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 00:00:00,anthropic.claude-3-7-sonnet-20250219,20.3 K
2025-05-25 00:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 00:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 00:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-25 00:00:00,mistral.mistral-small-2503,191
2025-05-25 00:00:00,mistral.pixtral-large-2411,57
2025-05-25 00:00:00,ollama.mistral:7b,154
2025-05-25 00:00:00,openai.gpt-4.1-2025-04-14,102 K
2025-05-25 00:00:00,openai.gpt-4.1-mini-2025-04-14,1.22 Mil
2025-05-25 00:00:00,openai.o4-mini-2025-04-16,49.4 K
2025-05-25 01:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 01:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 01:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 01:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 01:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-25 01:00:00,mistral.mistral-small-2503,88
2025-05-25 01:00:00,mistral.pixtral-large-2411,80
2025-05-25 01:00:00,ollama.mistral:7b,154
2025-05-25 01:00:00,openai.gpt-4.1-2025-04-14,21.8 K
2025-05-25 01:00:00,openai.gpt-4.1-mini-2025-04-14,1.07 Mil
2025-05-25 01:00:00,openai.o4-mini-2025-04-16,221 K
2025-05-25 02:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 02:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 02:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 02:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 02:00:00,meta.llama-3-2-11b-vision-instruct,697
2025-05-25 02:00:00,mistral.mistral-small-2503,177
2025-05-25 02:00:00,mistral.pixtral-large-2411,34
2025-05-25 02:00:00,ollama.mistral:7b,154
2025-05-25 02:00:00,openai.gpt-4.1-2025-04-14,132 K
2025-05-25 02:00:00,openai.gpt-4.1-mini-2025-04-14,710 K
2025-05-25 02:00:00,openai.o4-mini-2025-04-16,66
2025-05-25 03:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 03:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 03:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 03:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 03:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-25 03:00:00,mistral.mistral-small-2503,68
2025-05-25 03:00:00,mistral.pixtral-large-2411,66
2025-05-25 03:00:00,ollama.mistral:7b,154
2025-05-25 03:00:00,openai.gpt-4.1-2025-04-14,21.5 K
2025-05-25 03:00:00,openai.gpt-4.1-mini-2025-04-14,628 K
2025-05-25 03:00:00,openai.o4-mini-2025-04-16,130
2025-05-25 04:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 04:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 04:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 04:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 04:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-25 04:00:00,mistral.mistral-small-2503,88
2025-05-25 04:00:00,mistral.pixtral-large-2411,58
2025-05-25 04:00:00,ollama.mistral:7b,154
2025-05-25 04:00:00,openai.gpt-4.1-2025-04-14,10.9 K
2025-05-25 04:00:00,openai.gpt-4.1-mini-2025-04-14,212 K
2025-05-25 04:00:00,openai.o4-mini-2025-04-16,66
2025-05-25 05:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 05:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 05:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 05:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 05:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-25 05:00:00,mistral.mistral-small-2503,89
2025-05-25 05:00:00,mistral.pixtral-large-2411,57
2025-05-25 05:00:00,ollama.mistral:7b,154
2025-05-25 05:00:00,openai.gpt-4.1-2025-04-14,18.1 K
2025-05-25 05:00:00,openai.gpt-4.1-mini-2025-04-14,23.1 K
2025-05-25 05:00:00,openai.o4-mini-2025-04-16,194
2025-05-25 06:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 06:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 06:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 06:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 06:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-25 06:00:00,mistral.mistral-small-2503,88
2025-05-25 06:00:00,mistral.pixtral-large-2411,80
2025-05-25 06:00:00,ollama.mistral:7b,154
2025-05-25 06:00:00,openai.gpt-4.1-2025-04-14,89.2 K
2025-05-25 06:00:00,openai.gpt-4.1-mini-2025-04-14,32
2025-05-25 06:00:00,openai.o4-mini-2025-04-16,66
2025-05-25 07:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 07:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-25 07:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 07:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 07:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-25 07:00:00,mistral.mistral-small-2503,89
2025-05-25 07:00:00,mistral.pixtral-large-2411,97
2025-05-25 07:00:00,ollama.mistral:7b,154
2025-05-25 07:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-25 07:00:00,openai.gpt-4.1-mini-2025-04-14,18.0 K
2025-05-25 07:00:00,openai.o4-mini-2025-04-16,194
2025-05-25 08:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 08:00:00,anthropic.claude-3-7-sonnet-20250219,3.42 K
2025-05-25 08:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 08:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 08:00:00,meta.llama-3-2-11b-vision-instruct,1.17 K
2025-05-25 08:00:00,mistral.mistral-small-2503,88
2025-05-25 08:00:00,mistral.pixtral-large-2411,34
2025-05-25 08:00:00,ollama.mistral:7b,154
2025-05-25 08:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-25 08:00:00,openai.gpt-4.1-mini-2025-04-14,126 K
2025-05-25 08:00:00,openai.o4-mini-2025-04-16,1.55 K
2025-05-25 09:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 09:00:00,anthropic.claude-3-7-sonnet-20250219,22.2 K
2025-05-25 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 09:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 09:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-25 09:00:00,mistral.mistral-small-2503,277
2025-05-25 09:00:00,mistral.pixtral-large-2411,57
2025-05-25 09:00:00,ollama.mistral:7b,154
2025-05-25 09:00:00,openai.gpt-4.1-2025-04-14,14.8 K
2025-05-25 09:00:00,openai.gpt-4.1-mini-2025-04-14,266 K
2025-05-25 09:00:00,openai.o4-mini-2025-04-16,38.0 K
2025-05-25 10:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-25 10:00:00,anthropic.claude-3-7-sonnet-20250219,1.56 K
2025-05-25 10:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 10:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 10:00:00,meta.llama-3-2-11b-vision-instruct,708
2025-05-25 10:00:00,mistral.mistral-small-2503,88
2025-05-25 10:00:00,mistral.pixtral-large-2411,67
2025-05-25 10:00:00,ollama.mistral:7b,154
2025-05-25 10:00:00,openai.gpt-4.1-2025-04-14,90.8 K
2025-05-25 10:00:00,openai.gpt-4.1-mini-2025-04-14,443 K
2025-05-25 10:00:00,openai.o4-mini-2025-04-16,16.3 K
2025-05-25 11:00:00,anthropic.claude-3-5-haiku-20241022,55.2 K
2025-05-25 11:00:00,anthropic.claude-3-7-sonnet-20250219,9.27 K
2025-05-25 11:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 11:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-25 11:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-25 11:00:00,mistral.mistral-small-2503,88
2025-05-25 11:00:00,mistral.pixtral-large-2411,57
2025-05-25 11:00:00,ollama.mistral:7b,154
2025-05-25 11:00:00,openai.gpt-4.1-2025-04-14,356 K
2025-05-25 11:00:00,openai.gpt-4.1-mini-2025-04-14,467 K
2025-05-25 11:00:00,openai.o4-mini-2025-04-16,27.8 K
2025-05-25 12:00:00,anthropic.claude-3-5-haiku-20241022,10.2 K
2025-05-25 12:00:00,anthropic.claude-3-7-sonnet-20250219,114 K
2025-05-25 12:00:00,google_genai.gemini-1.5-pro-002,940
2025-05-25 12:00:00,google_genai.gemini-2.0-flash-001,3.62 K
2025-05-25 12:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-25 12:00:00,mistral.mistral-small-2503,193
2025-05-25 12:00:00,mistral.pixtral-large-2411,80
2025-05-25 12:00:00,ollama.mistral:7b,154
2025-05-25 12:00:00,openai.gpt-4.1-2025-04-14,130 K
2025-05-25 12:00:00,openai.gpt-4.1-mini-2025-04-14,829 K
2025-05-25 12:00:00,openai.o4-mini-2025-04-16,35.1 K
2025-05-25 13:00:00,anthropic.claude-3-5-haiku-20241022,3.02 K
2025-05-25 13:00:00,anthropic.claude-3-7-sonnet-20250219,464 K
2025-05-25 13:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 13:00:00,google_genai.gemini-2.0-flash-001,21.9 K
2025-05-25 13:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-25 13:00:00,mistral.mistral-small-2503,88
2025-05-25 13:00:00,mistral.pixtral-large-2411,80
2025-05-25 13:00:00,ollama.mistral:7b,154
2025-05-25 13:00:00,openai.gpt-4.1-2025-04-14,185 K
2025-05-25 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.08 Mil
2025-05-25 13:00:00,openai.o4-mini-2025-04-16,145 K
2025-05-25 14:00:00,anthropic.claude-3-5-haiku-20241022,44.1 K
2025-05-25 14:00:00,anthropic.claude-3-7-sonnet-20250219,503 K
2025-05-25 14:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 14:00:00,google_genai.gemini-2.0-flash-001,42.4 K
2025-05-25 14:00:00,meta.llama-3-2-11b-vision-instruct,6.86 K
2025-05-25 14:00:00,mistral.mistral-small-2503,88
2025-05-25 14:00:00,mistral.pixtral-large-2411,74
2025-05-25 14:00:00,ollama.mistral:7b,154
2025-05-25 14:00:00,openai.gpt-4.1-2025-04-14,206 K
2025-05-25 14:00:00,openai.gpt-4.1-mini-2025-04-14,1.22 Mil
2025-05-25 14:00:00,openai.o4-mini-2025-04-16,483 K
2025-05-25 15:00:00,anthropic.claude-3-5-haiku-20241022,3.74 K
2025-05-25 15:00:00,anthropic.claude-3-7-sonnet-20250219,299 K
2025-05-25 15:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-25 15:00:00,google_genai.gemini-2.0-flash-001,52.3 K
2025-05-25 15:00:00,meta.llama-3-2-11b-vision-instruct,115 K
2025-05-25 15:00:00,mistral.mistral-small-2503,88
2025-05-25 15:00:00,mistral.pixtral-large-2411,34
2025-05-25 15:00:00,ollama.mistral:7b,154
